iteration,episode_reward_mean,episode_reward_min,episode_reward_max,episode_len_mean,fairness_gini,jain_fairness_index,resource_specialisation,agent_overlap,task_division,policy_divergence,entropy_coeff
74,12135.278699999417,6118.0650000002615,16069.81499999927,500.0,0.8207588103451592,0.8681100763362835,0.2812860897498646,0.0,0.2812860897498646,0.0,0.01
75,12005.96984999943,6672.060000000178,15858.989999999198,500.0,0.8211168430598589,0.8674323418695041,0.2826561844333913,0.0,0.2826561844333913,0.0,0.01
76,11791.411649999449,6672.060000000178,15858.989999999198,500.0,0.8150394991804457,0.8609870353723675,0.2798147945639507,0.0,0.2798147945639507,0.0,0.01
77,11701.908449999459,4321.530000000043,15737.489999999249,500.0,0.8182080652885341,0.864078558407285,0.28346074163266904,0.0,0.28346074163266904,0.0,0.01
78,11606.64344999949,4321.530000000043,15737.489999999249,500.0,0.8186035662917901,0.8649025832635321,0.2805767378056943,0.0,0.2805767378056943,0.0,0.01
79,11411.221499999496,4321.530000000043,15737.489999999249,500.0,0.8144985335666367,0.8613906057610019,0.27678998190255105,0.0,0.27678998190255105,0.0,0.01
80,11261.326499999503,4321.530000000043,15213.374999999274,500.0,0.8112660615108342,0.8587785819024105,0.27763486464215403,0.0,0.27763486464215403,0.0,0.01
81,11182.146749999525,4321.530000000043,15213.374999999274,500.0,0.8131157292035118,0.8611992526860179,0.2763748134561536,0.0,0.2763748134561536,0.0,0.01
82,11105.29079999953,4321.530000000043,15213.374999999274,500.0,0.81351756105168,0.8607869464158227,0.2774250591207876,0.0,0.2774250591207876,0.0,0.01
83,10935.933299999559,4321.530000000043,15057.584999999128,500.0,0.8080518275150308,0.8555901596937879,0.276473484356706,0.0,0.276473484356706,0.0,0.01
84,10724.36489999959,4321.530000000043,15057.584999999128,500.0,0.8017775929148655,0.8486370739819776,0.2712857792016705,0.0,0.2712857792016705,0.0,0.01
85,10705.379849999588,3607.0199999999595,15057.584999999128,500.0,0.8057007717346569,0.8515898044221517,0.2695911020090876,0.0,0.2695911020090876,0.0,0.01
86,10592.883449999608,3607.0199999999595,14455.79999999923,500.0,0.8026383978044052,0.8483131373002479,0.2664181530382539,0.0,0.2664181530382539,0.0,0.01
87,10492.275599999623,3607.0199999999595,14455.79999999923,500.0,0.7988674988833576,0.8453816404934967,0.26992331676800135,0.0,0.26992331676800135,0.0,0.01
88,10542.275549999615,3607.0199999999595,14398.199999999244,500.0,0.8063788891718098,0.853674802576649,0.2739034359535993,0.0,0.2739034359535993,0.0,0.01
89,10549.30454999962,3607.0199999999595,14398.199999999244,500.0,0.8098390174950366,0.8566552418462225,0.2731169926285948,0.0,0.2731169926285948,0.0,0.01
90,10522.895399999641,3607.0199999999595,14398.199999999244,500.0,0.8101909494742636,0.8564635755701289,0.27173974328921335,0.0,0.27173974328921335,0.0,0.01
91,10436.93909999965,3607.0199999999595,14398.199999999244,500.0,0.8082892832830798,0.8529740015062697,0.27372067662739086,0.0,0.27372067662739086,0.0,0.01
92,10493.621549999649,3607.0199999999595,14398.199999999244,500.0,0.8159918240974982,0.859859387837311,0.27423770720930324,0.0,0.27423770720930324,0.0,0.01
93,10426.472999999654,3607.0199999999595,14398.199999999244,500.0,0.8149439003447486,0.8592614847900889,0.2721931040533304,0.0,0.2721931040533304,0.0,0.01
94,10449.409499999649,3607.0199999999595,14398.199999999244,500.0,0.8175114317229412,0.8614740028503445,0.27204051493403086,0.0,0.27204051493403086,0.0,0.01
95,10493.559449999653,3607.0199999999595,14398.199999999244,500.0,0.8238931462772655,0.8681136962958442,0.26445942976450737,0.0,0.26445942976450737,0.0,0.01
96,10626.647849999637,3607.0199999999595,14398.199999999244,500.0,0.8329193236917749,0.877019344535578,0.2662281610694348,0.0,0.2662281610694348,0.0,0.01
97,10575.984149999636,3607.0199999999595,13716.989999999383,500.0,0.8326813328065578,0.8767838655052128,0.268833875740685,0.0,0.268833875740685,0.0,0.01
98,10664.69219999963,6043.590000000268,13716.989999999383,500.0,0.8391510602381872,0.8834761614408688,0.2736667739596156,0.0,0.2736667739596156,0.0,0.01
99,10717.145999999617,6043.590000000268,13716.989999999383,500.0,0.8436023850333488,0.8872052285598019,0.2731215070358161,0.0,0.2731215070358161,0.0,0.01
100,10793.847149999612,6043.590000000268,13716.989999999383,500.0,0.849898966770793,0.8922787832942892,0.26684978604359233,0.0,0.26684978604359233,0.0,0.01
101,10734.758099999626,6043.590000000268,13716.989999999383,500.0,0.8489693791214052,0.8907710102464275,0.2648113883494809,0.0,0.2648113883494809,0.0,0.009989
102,10812.293099999604,6264.495000000249,13716.989999999383,500.0,0.8544070450031698,0.8967912152931397,0.2635155610586123,0.0,0.2635155610586123,0.0,0.009978
103,10925.943299999575,6264.495000000249,13716.989999999383,500.0,0.861547200226186,0.9040954226042135,0.25925533252215066,0.0,0.25925533252215066,0.0,0.009967
104,10907.800649999588,6264.495000000249,13398.884999999387,500.0,0.8603791276596771,0.9032993937686088,0.2605326597277687,0.0,0.2605326597277687,0.0,0.009956
105,11014.70084999958,6863.175000000297,13398.884999999387,500.0,0.8652748917642009,0.908516025493327,0.26391213951867576,0.0,0.26391213951867576,0.0,0.009945
106,10914.587099999599,1989.3149999999835,13398.884999999387,500.0,0.8606773923453769,0.9035610985471081,0.2610536740737642,0.0,0.2610536740737642,0.0,0.009934
107,10815.821099999617,1989.3149999999835,13328.144999999358,500.0,0.8571845667238176,0.9014188713319788,0.2666573852916965,0.0,0.2666573852916965,0.0,0.009923
108,10739.65679999962,1989.3149999999835,13328.144999999358,500.0,0.8507100902531972,0.8945418492727363,0.26817324096293527,0.0,0.26817324096293527,0.0,0.009912
109,10638.185399999644,1989.3149999999835,13328.144999999358,500.0,0.8453043765501752,0.8900598319144066,0.27255837944088257,0.0,0.27255837944088257,0.0,0.009901
110,10557.338399999648,1989.3149999999835,13375.169999999234,500.0,0.8372087776063165,0.8817573844725299,0.27118104321870645,0.0,0.27118104321870645,0.0,0.00989
111,10576.264949999659,1989.3149999999835,13375.169999999234,500.0,0.8380021825856943,0.8834935122981774,0.2668777407464434,0.0,0.2668777407464434,0.0,0.009879
112,10319.192549999705,1989.3149999999835,13375.169999999234,500.0,0.8249155993453496,0.8711792582019064,0.27290781750434584,0.0,0.27290781750434584,0.0,0.009868
113,10146.213899999728,1837.8449999999839,13375.169999999234,500.0,0.8161871175099833,0.8629013146260697,0.2764170468543486,0.0,0.2764170468543486,0.0,0.009857
114,10037.64869999974,1837.8449999999839,13375.169999999234,500.0,0.8101842846667496,0.8559580455895321,0.2789559714321214,0.0,0.2789559714321214,0.0,0.009846
