iteration,episode_reward_mean,episode_reward_min,episode_reward_max,episode_len_mean,fairness_gini,jain_fairness_index,resource_specialisation,agent_overlap,task_division,policy_divergence,entropy_coeff
1,118.25833333333303,38.49999999999976,209.925,500.0,0.8016537306436726,0.8648983417577556,0.25017958892958897,0.0,0.25017958892958897,0.0,0.01
2,139.81999999999982,38.49999999999976,214.52500000000066,500.0,0.7951831072423506,0.8580847653390582,0.2373880176088096,0.0,0.2373880176088096,0.0,0.01
3,165.2215909090914,38.49999999999976,367.5750000000084,500.0,0.8233380644871787,0.8832815031727622,0.2329457341750758,0.0,0.2329457341750758,0.0,0.01
4,202.98083333333534,38.49999999999976,600.725000000025,500.0,0.8094097717580202,0.8714286081588176,0.2388668717492074,0.0,0.2388668717492074,0.0,0.01
5,261.3596153846192,38.49999999999976,1001.0500000000221,500.0,0.8018413323182145,0.8629475345879905,0.24568265614896306,0.0,0.24568265614896306,0.0,0.01
6,333.7016304347872,38.49999999999976,2068.0999999999817,500.0,0.7927188001009126,0.8519205691202565,0.2509266820846063,0.0,0.2509266820846063,0.0,0.01
7,370.16666666667294,38.49999999999976,2068.0999999999817,500.0,0.799313411550032,0.8596961478575352,0.24991124999200562,0.0,0.24991124999200562,0.0,0.01
8,417.22698412699185,38.49999999999976,2068.0999999999817,500.0,0.8025165743474296,0.8637260438970953,0.24751785492954553,0.0,0.24751785492954553,0.0,0.01
9,424.122142857151,38.49999999999976,2068.0999999999817,500.0,0.8013731465163734,0.8634104915392383,0.2489212441781705,0.0,0.2489212441781705,0.0,0.01
10,500.46185897436675,38.49999999999976,2580.1749999999843,500.0,0.7914931159584072,0.8520492529542195,0.25025945030293445,0.0,0.25025945030293445,0.0,0.01
11,571.7160919540308,38.49999999999976,3093.974999999977,500.0,0.7914931700006256,0.8514257037993865,0.24817102125101556,0.0,0.24817102125101556,0.0,0.01
12,621.2930851063904,38.49999999999976,3093.974999999977,500.0,0.7915777459094657,0.8508266116602677,0.24926237447291977,0.0,0.24926237447291977,0.0,0.01
13,676.7400000000068,38.49999999999976,3093.974999999977,500.0,0.785727000607545,0.8435252564626201,0.24732725928513355,0.0,0.24732725928513355,0.0,0.01
14,793.9760000000056,58.649999999999565,3320.3499999999526,500.0,0.78337141263192,0.8405683445442585,0.24942621726432443,0.0,0.24942621726432443,0.0,0.01
15,1016.2682500000041,61.424999999999876,7846.300000000043,500.0,0.7705201074652731,0.8257350595814811,0.2524106258063134,0.0,0.2524106258063134,0.0,0.01
16,1174.9030000000039,71.17499999999997,7846.300000000043,500.0,0.762512504147558,0.8167182076662758,0.2530868848217486,0.0,0.2530868848217486,0.0,0.01
17,1455.05075,71.17499999999997,7846.300000000043,500.0,0.7467619641766262,0.7979660858447337,0.2601684552603824,0.0,0.2601684552603824,0.0,0.01
18,1719.865500000003,71.17499999999997,10559.900000000338,500.0,0.7495275809263232,0.8015719074099803,0.25606357895559095,0.0,0.25606357895559095,0.0,0.01
19,1955.8047500000002,71.17499999999997,10559.900000000338,500.0,0.7341733905812423,0.7834654964035405,0.2637389363455657,0.0,0.2637389363455657,0.0,0.01
20,2243.390499999997,71.17499999999997,10559.900000000338,500.0,0.7147400811568576,0.7600552857576652,0.25624847936683964,0.0,0.25624847936683964,0.0,0.01
21,2530.4664999999923,71.17499999999997,10559.900000000338,500.0,0.6948113562706244,0.736887466059201,0.26171517775812353,0.0,0.26171517775812353,0.0,0.01
22,2824.1617499999893,152.3000000000004,10559.900000000338,500.0,0.6744695767101133,0.7107742325296814,0.26909778620698144,0.0,0.26909778620698144,0.0,0.01
23,3239.6814999999897,152.3000000000004,10559.900000000338,500.0,0.6658433827643725,0.6998562283520156,0.2676149691619079,0.0,0.2676149691619079,0.0,0.01
24,3479.211749999988,152.3000000000004,10559.900000000338,500.0,0.6499966886501487,0.6828790124177101,0.2679912389950577,0.0,0.2679912389950577,0.0,0.01
25,3604.4449999999865,331.4250000000065,10559.900000000338,500.0,0.6398875859847317,0.6713680827968915,0.2730784404163237,0.0,0.2730784404163237,0.0,0.01
26,3938.6742499999878,331.4250000000065,10559.900000000338,500.0,0.6227543685321344,0.6525198563897825,0.2788243671998153,0.0,0.2788243671998153,0.0,0.01
27,4131.735249999989,331.4250000000065,10559.900000000338,500.0,0.6174647300016293,0.6454125023264926,0.2761625710396074,0.0,0.2761625710396074,0.0,0.01
28,4289.559999999987,561.9000000000101,10559.900000000338,500.0,0.6108371631493381,0.6377799286122144,0.27962336348025224,0.0,0.27962336348025224,0.0,0.01
29,4402.866499999986,561.9000000000101,10559.900000000338,500.0,0.6058878471020673,0.631921734259382,0.2807588134669666,0.0,0.2807588134669666,0.0,0.01
30,4556.422499999987,561.9000000000101,10559.900000000338,500.0,0.5929223465750985,0.6164703265078132,0.27911757676459154,0.0,0.27911757676459154,0.0,0.01
31,4510.334749999986,534.9250000000142,10031.000000000242,500.0,0.5913258434699967,0.6156175253844376,0.2726137030426632,0.0,0.2726137030426632,0.0,0.01
32,4428.5044999999855,486.6250000000131,10031.000000000242,500.0,0.5920818714357587,0.617454732062786,0.275995395075146,0.0,0.275995395075146,0.0,0.01
33,4363.652499999986,143.0250000000001,10031.000000000242,500.0,0.5964305825322004,0.6218986920192037,0.2805269281599585,0.0,0.2805269281599585,0.0,0.01
34,4271.270749999985,143.0250000000001,10031.000000000242,500.0,0.605110077573026,0.6334001322447207,0.2795222235967735,0.0,0.2795222235967735,0.0,0.01
